Name,RAJ2000,DEJ2000,Gal_l,Gal_b,Size,Signif,Pivot_E,Flux,F1,F2,F3,F4,F5,F6,F7,F8,PL_Index,LP_Index,LP_SigCurv,Var_Indx,ASSOC1,Class,HR1,HR2,HR3
4FGL J1516.5+0015 ,229.1375,0.2657,1.3707193,46.019444,0.1058,9.908767,892.1989,4.4977516e-12,1.203508e-15,1.3611132e-12,1.0340364e-12,7.030336e-13,2.401046e-13,7.837547e-14,8.0390084e-17,7.004025e-18,2.5078187,2.4512131,1.8255959,16.249014,PKS 1514+00                 ,RDG,-0.13699163,-0.37634632,-0.40204015
4FGL J1518.6+0614 ,229.6503,6.2419,8.838036,49.29514,0.1528,5.6543546,7298.3223,1.3781392e-12,1.0745381e-16,3.4869902e-18,1.6402102e-13,1.3930689e-13,2.377847e-13,2.4555323e-13,2.5935867e-13,4.016417e-13,1.7869517,1.7803524,0.31443626,6.9670057,TXS 1516+064                ,RDG,0.99864817,0.6841126,0.58298993
4FGL J1521.1+0421 ,230.2949,4.3644,7.109766,47.674896,0.0856,4.4093094,3164.3381,1.4047428e-12,3.0988745e-16,9.503865e-19,1.7812172e-13,3.0582354e-13,2.1118243e-13,2.093004e-13,1.6820975e-19,8.154463e-17,2.0383232,1.9770385,1.8982918,21.581793,PKS B1518+045               ,RDG,0.9965159,0.1578665,0.6061102
4FGL J1530.3+2709 ,232.5766,27.1528,42.32609,54.80897,0.0698,4.8135443,4309.9717,9.269592e-13,2.4785733e-12,1.060722e-14,3.281881e-14,1.7448076e-13,1.4628403e-13,9.8871323e-14,1.4996785e-13,4.8934384e-18,2.0055463,1.8290771,0.7268519,12.23058,LEDA 55267                  ,RDG,-0.973974,0.38736114,0.81243974
4FGL J1630.6+8234 ,247.6686,82.5742,115.83674,31.228207,0.0267,41.474083,873.03424,1.23598605e-11,3.2287454e-12,3.3223843e-12,3.220796e-12,2.4521956e-12,1.2384192e-12,4.1403895e-13,2.0108177e-13,2.5498031e-17,2.332916,2.247823,5.6455116,7.3400035,NGC 6251                    ,RDG,-0.34080628,-0.13903679,-0.22901621
4FGL J1724.2-6501 ,261.0666,-65.0174,326.99466,-15.8889475,0.1007,6.5254765,1065.1135,2.9739748e-12,9.839537e-13,2.1601189e-12,6.1632573e-13,2.3227937e-13,2.3407039e-13,1.2914935e-13,4.125571e-17,3.860842e-18,2.5609653,2.5604267,0.08792489,6.2747655,NGC 6328                    ,RDG,-0.6722019,0.21993744,-0.6467918
4FGL J1843.4-4835 ,280.8674,-48.5913,347.2063,-18.75548,0.0682,5.4189534,3568.6335,1.6298566e-12,3.2950971e-18,1.1783046e-15,8.8119006e-14,2.8062307e-13,2.1153188e-13,4.1251624e-13,3.2703466e-16,3.8353183e-16,2.026987,1.9498982,1.0816052,4.580828,PKS 1839-48                 ,RDG,0.9735366,0.3798373,0.8203217
4FGL J2156.0-6942 ,329.025,-69.7067,321.36554,-40.567127,0.1399,6.8905015,385.6841,3.4235058e-12,2.2585405e-14,4.5097154e-13,1.1542351e-12,3.1716546e-13,2.3500575e-15,1.5214055e-17,7.890861e-16,4.2116503e-17,2.8261974,2.472273,4.0024276,5.73628,PKS 2153-69                 ,RDG,0.4181604,-0.98030496,-0.6679747
4FGL J2227.9-3031 ,336.981,-30.5174,18.10496,-58.515152,0.1408,6.3086963,5625.938,1.3671022e-12,2.00086e-12,2.4387152e-13,1.695547e-13,2.1308412e-13,1.453968e-13,3.2948042e-13,2.0455084e-13,4.8406255e-13,1.8003376,1.7807404,0.07946209,17.315365,PKS 2225-308                ,RDG,-0.8595405,0.5225071,0.24926296
4FGL J2302.8-1841 ,345.7152,-18.6985,45.83816,-63.682007,0.0635,8.875505,1403.9897,2.3634926e-12,5.226527e-13,5.040287e-13,4.7633186e-13,3.657494e-13,2.7670704e-13,1.6997182e-13,4.5868756e-17,1.1438574e-17,2.2576723,2.1885672,0.7601706,14.388881,PKS 2300-18                 ,RDG,-0.36616412,0.09966513,-0.09367098
4FGL J2326.9-0201 ,351.7355,-2.023,80.476326,-57.75372,0.0715,8.46453,974.0221,3.735477e-12,1.5315666e-13,1.821056e-12,8.0839084e-13,4.369e-13,1.1944391e-13,2.0887582e-13,1.1505819e-13,2.0918639e-16,2.5874848,2.5856218,0.22766265,17.579027,PKS 2324-02                 ,RDG,-0.41896796,0.007358947,-0.5491635
4FGL J2329.7-2118 ,352.4375,-21.3035,45.887123,-70.5138,0.0936,12.41824,1391.2361,5.5886936e-12,4.383308e-15,2.921185e-12,6.7137203e-13,1.0104181e-12,3.294982e-13,2.7940592e-13,1.4787204e-13,1.3262642e-21,2.4532187,2.4621665,0.33330604,18.136213,PKS 2327-215                ,RDG,-0.62669826,-0.14352804,-0.37860334
4FGL J2341.8-2917 ,355.4515,-29.2946,20.8152,-74.52255,0.1054,7.4608583,1482.4286,2.038279e-12,3.7047898e-13,1.9017927e-13,4.0433854e-13,3.4889135e-13,2.9434858e-13,1.7845743e-18,2.7162409e-13,1.4570679e-16,2.2443955,2.0945265,1.7752205,13.64341,PKS 2338-295                ,RDG,-0.16198988,0.2372841,0.03936461
4FGL J0047.5-2517 ,11.8978,-25.29,97.574394,-87.96936,0.0261,27.123205,1048.3567,6.8036445e-12,7.179408e-15,7.350736e-13,1.4320187e-12,1.484264e-12,9.657413e-13,4.5667116e-13,3.2336414e-13,2.535245e-13,2.145911,2.0311608,3.2355707,15.134618,NGC 253                     ,SBG,0.31723985,0.08096263,0.14576623
4FGL J0242.6-0000 ,40.667,-0.0069,172.09357,-51.930832,0.0492,18.366093,1018.5905,6.7910872e-12,3.5231778e-12,1.3814634e-12,1.6786123e-12,9.581038e-13,4.8478474e-13,7.249838e-13,1.7445324e-19,2.0764336e-18,2.341307,2.325544,1.3823328,18.162693,NGC 1068                    ,SBG,-0.49003565,0.11608843,-0.17066033
4FGL J0618.1+7819 ,94.5318,78.3317,135.67383,24.865604,0.0623,7.191131,2469.5837,1.6036948e-12,1.2595239e-17,3.99908e-13,2.7272387e-13,1.934519e-13,2.4120208e-13,1.043169e-13,2.2691323e-13,1.4871233e-16,2.193757,2.212023,0.30739424,3.8185945,NGC 2146                    ,SBG,-0.18909948,0.4948272,-0.110317506
4FGL J0955.7+6940 ,148.947,69.6671,141.42867,40.568253,0.022,36.946964,956.1851,9.29224e-12,6.815816e-17,1.6394913e-12,1.8419242e-12,1.8703927e-12,1.1457812e-12,8.197376e-13,2.345372e-13,4.3153363e-13,2.2072372,2.1204474,2.5884588,7.3391337,M 82                        ,SBG,0.05812601,0.08098941,0.048446115
4FGL J1051.6+3253 ,162.9114,32.8853,193.0703,63.529655,0.0733,5.276333,2222.385,1.1867425e-12,7.396987e-13,7.2541647e-13,5.0718297e-14,1.5153308e-13,1.6903638e-13,2.7119038e-13,1.2734758e-15,3.5372963e-17,2.2103724,2.2367697,0.42099968,38.6663,NGC 3424                    ,SBG,-0.933082,0.48895591,-0.13478738
4FGL J1128.2+5831 ,172.0659,58.5185,141.99892,55.42325,0.1188,5.8602695,2247.7195,1.4328609e-12,3.5737658e-12,8.4458693e-13,2.6247036e-13,2.0969142e-13,1.6110587e-13,9.947994e-14,1.7868127e-13,8.125443e-18,2.2930512,2.28606,0.0,13.475596,Arp 299                     ,SBG,-0.8878529,0.35376015,-0.4037064
4FGL J1305.4-4928 ,196.3635,-49.4733,305.27112,13.334779,0.0256,22.972355,1387.0508,1.12098004e-11,2.292859e-12,1.8821793e-12,2.403019e-12,1.6023768e-12,1.3156517e-12,6.166902e-13,7.6461824e-13,3.020586e-13,2.2873297,2.2645879,1.662524,13.3742895,NGC 4945                    ,SBG,-0.2693834,0.25459352,-0.09597028
4FGL J1534.7+2331 ,233.6973,23.53,36.654972,53.071682,0.0881,5.735875,2809.0674,1.8401162e-12,6.142623e-14,7.277948e-13,3.1612045e-13,3.1892856e-13,2.0374411e-13,9.8820895e-14,2.463859e-13,4.1828344e-18,2.2033567,2.1773212,0.7137907,12.428382,Arp 220                     ,SBG,-0.42801306,0.2650395,-0.25364444
4FGL J1413.1-6519 ,213.2944,-65.3321,311.32938,-3.8016832,0.0449,9.519208,3794.6072,6.205114e-12,2.2131202e-13,1.2399222e-16,1.3039297e-12,9.62223e-13,7.0649893e-13,5.053345e-13,4.909723e-13,4.479719e-13,2.2338784,2.2346835,0.11092004,15.025675,Circinus galaxy             ,SEY,0.7096617,0.2778892,0.2501366
4FGL J2118.8-0723c,319.7242,-7.3927,44.109062,-36.026638,0.368,4.605271,467.04755,2.6862694e-12,2.3326872e-12,1.1983989e-12,6.642457e-13,1.9151746e-13,1.1907106e-19,1.0332924e-15,8.071965e-17,4.0460005e-18,2.8327692,2.9734616,2.1273282,17.624815,TXS 2116-077                ,SEY,-0.68334055,-0.9884325,-0.8126204
4FGL J0059.7-7210 ,14.9293,-72.1798,302.0373,-44.934067,0.2373,6.159001,925.95874,1.6190736e-12,1.8547084e-12,4.127397e-18,7.547378e-13,3.8409876e-13,3.65532e-14,6.277997e-21,1.6459329e-15,7.334271e-17,2.4743714,2.491562,4.7658854,7.748442,NGC 346                     ,SFR,-0.42153504,-0.8190891,-0.2842366
4FGL J2258.6+5847c,344.6631,58.7846,108.75556,-0.94769245,0.2771,5.3458543,2830.802,5.5469357e-12,5.6353487e-15,1.5600151e-12,1.6522104e-12,6.846389e-13,6.277235e-13,8.4115644e-14,2.3908113e-13,1.5032841e-15,2.3566988,2.4308784,0.93471825,3.5213637,Sh 2-152                    ,SFR,0.026899824,0.16280754,-0.39398226
4FGL J0025.3+6408 ,6.3405,64.1498,120.093605,1.421848,0.0519,15.758877,3186.2136,1.0990314e-11,4.145049e-18,6.099537e-13,1.9872448e-12,1.965772e-12,1.0442477e-12,1.1180795e-12,6.697132e-13,4.4213943e-13,2.2224844,2.214794,0.68089575,6.513895,Tycho                       ,SNR,0.53029627,0.18055488,0.22763315
4FGL J0222.4+6156e,35.62,61.94,133.41885,0.9361786,,61.792744,1634.6791,1.1202261e-10,1.4285015e-11,2.4429441e-11,3.5486093e-11,2.532295e-11,9.01138e-12,1.3346786e-12,6.358678e-13,6.270812e-14,2.4321165,2.5933187,17.971642,10.770442,W 3                         ,SNR,-0.04350861,-0.39501646,-0.25366575
4FGL J0524.8-6938 ,81.2176,-69.6413,280.30667,-32.79878,0.054,4.315312,4900.525,1.9165214e-12,1.8135972e-16,4.2075815e-15,3.3607587e-13,2.4226324e-13,2.0773833e-13,5.2613887e-13,1.9982654e-14,4.9621293e-13,2.0022082,1.9694014,0.5581544,7.3735647,LMC SNR N 132D              ,SNR,0.97421795,0.5135877,0.48301843
4FGL J0526.7+4254 ,81.6929,42.9153,166.15872,4.3091006,0.1323,12.234382,834.4155,6.954776e-12,3.821931e-12,1.3247367e-12,2.4740886e-12,1.1623321e-12,5.586704e-13,1.9006806e-17,1.0452803e-19,4.672004e-18,2.5514424,2.376332,4.1663585,7.054369,SNR G166.0+04.3             ,SNR,-0.35069734,-0.35074663,-0.3764242
4FGL J0634.2+0436e,98.573,4.608,206.87491,-1.7003806,,30.651068,1289.1654,7.447016e-11,8.790207e-12,1.1847968e-11,2.0479125e-11,1.700729e-11,8.256721e-12,4.4733106e-12,3.077718e-13,7.89292e-16,2.2522662,2.2801461,11.211012,5.5640826,Rosette                     ,SNR,-0.003868198,-0.13211763,-0.041727167
4FGL J1213.3-6240e,183.35,-62.677,298.58282,-0.12688911,,37.056023,3145.9692,7.8312315e-11,1.6275184e-11,1.4046163e-11,1.9138217e-11,1.5418791e-11,9.262554e-12,5.2148455e-12,2.6718228e-12,1.9756098e-12,2.2953534,2.3471653,5.41189,10.675888,SNR G298.6-00.0             ,SNR,-0.22610652,0.053132847,-0.052126806
4FGL J1305.5-6241 ,196.3961,-62.6938,304.55353,0.13339922,0.0317,21.692783,3668.8467,4.1282356e-11,2.4328575e-13,8.95244e-12,6.186592e-12,5.9002508e-12,4.1553154e-12,2.0612628e-12,1.8958504e-12,1.6183236e-12,2.345576,2.347224,0.695637,7.7408834,Kes 17                      ,SNR,-0.19562292,0.15786973,-0.11088269
4FGL J1714.1-3811 ,258.5271,-38.1902,348.6703,0.36042526,0.0438,12.471849,9822.255,1.8210326e-11,2.4603615e-14,2.548413e-14,2.1866276e-12,1.8200686e-12,2.59745e-12,3.0319866e-12,2.9589113e-12,1.1128869e-12,1.9905158,1.9400527,1.2180692,10.243761,SNR G348.7+00.3             ,SNR,0.9552131,0.6502698,0.5420825
4FGL J1718.0-3726 ,259.5048,-37.4489,349.72232,0.16228539,0.0176,28.349588,3135.6414,4.9751855e-11,1.6061883e-13,2.3086885e-13,7.811953e-12,9.436941e-12,7.461555e-12,5.3773396e-12,3.0641143e-12,9.305526e-13,2.2492406,2.193728,3.4131863,7.6678495,SNR G349.7+00.2             ,SNR,0.90455526,0.25517288,0.46944734
4FGL J1730.4-2131 ,262.6119,-21.5233,4.4604506,6.848013,0.0937,4.7171884,2124.5327,4.7385086e-12,2.511491e-15,2.2688255e-12,1.1987067e-12,4.2970513e-13,2.7094437e-13,3.9470952e-13,1.1990491e-13,1.0209892e-13,2.4188356,2.4405901,0.32849115,5.3077674,Kepler SNR                  ,SNR,-0.30911148,0.29282007,-0.5198838
4FGL J1733.7-4734 ,263.4463,-47.5757,342.89697,-7.876223,0.0276,12.271833,9196.652,4.7609143e-12,1.2361151e-15,3.9073798e-13,2.532485e-13,4.23767e-13,7.953804e-13,9.112025e-13,7.388246e-13,1.5144781e-12,1.8295479,1.820847,0.31348237,14.919319,SNR G343.0-06.0             ,SNR,-0.21500422,0.704607,0.53575456
4FGL J1740.3-3058c,265.093,-30.9741,357.66888,-0.10477674,0.055,9.153345,3596.6135,3.48086e-11,5.3424825e-12,1.8635546e-11,1.1753883e-11,6.1252635e-12,2.3495778e-12,1.0130464e-12,9.381177e-13,4.4547453e-15,2.4767613,2.7687304,2.7748241,4.0374703,MSH 17-39                   ,SNR,-0.34210727,-0.17499718,-0.52414614
4FGL J1749.5-2747 ,267.3843,-27.7861,1.4300504,-0.14214166,0.0619,8.099895,3280.8967,9.416277e-12,7.127218e-14,3.1932232e-15,1.7186561e-18,3.102784e-12,2.5221353e-12,4.3482825e-13,7.808686e-18,5.3950675e-15,2.435276,2.4197223,6.2154202,4.5944386,SNR G001.4-00.1             ,SNR,-0.99995387,-0.02406248,0.9989461
4FGL J1755.4-2552 ,268.8586,-25.8791,3.7411315,-0.30349877,0.0755,6.8125324,3676.9443,2.1274963e-11,2.4752816e-15,6.62302e-12,7.1749564e-12,2.3142742e-12,1.8718488e-12,8.072138e-13,9.646476e-13,1.6893821e-16,2.4252183,2.529328,1.9175441,10.867897,SNR G003.7-00.2             ,SNR,0.03981473,0.22313519,-0.4685484
4FGL J1849.4-0056 ,282.356,-0.943,31.86309,0.01805251,0.0239,26.692244,3075.2766,5.7811e-11,1.21739596e-20,4.4765437e-12,1.0442365e-11,1.2642183e-11,8.397199e-12,4.6497185e-12,9.229808e-13,3.954536e-13,2.3818831,2.3444123,4.893985,19.042576,3C 391                      ,SNR,0.3998832,0.049891427,0.26522335
4FGL J1907.6+0703 ,286.9027,7.0612,41.055897,-0.35651478,0.0685,5.4696527,3647.0046,2.0481242e-11,1.0158158e-13,3.0755096e-11,1.2199481e-11,4.435829e-12,1.5800534e-12,7.3123484e-13,6.263814e-13,2.8219326e-15,2.393627,2.7513816,2.2274585,12.544004,3C 397                      ,SNR,-0.43332237,-0.20318161,-0.7284955
4FGL J1911.0+0905 ,287.7639,9.0925,43.251503,-0.17611393,0.0128,47.789497,4551.867,1.4112754e-10,2.2735568e-13,1.0374782e-12,2.4997227e-11,2.9685813e-11,2.292534e-11,1.4481972e-11,8.1877205e-12,7.047049e-13,2.2256584,2.282734,10.231435,13.45833,W 49B                       ,SNR,0.903676,0.21133158,0.44088238
4FGL J2016.2+3712 ,304.0569,37.2131,74.974365,1.1166664,0.0389,9.604276,13020.573,1.2240338e-11,5.3131974e-12,2.4048586e-11,8.687377e-12,1.8616638e-12,1.6445698e-12,1.1822212e-12,7.9211095e-13,2.2810495e-12,2.1299033,2.1350508,1.3725104,8.5782795,VER J2016+372               ,SNR,-0.54336035,0.3206308,-0.74944407
4FGL J2323.4+5849 ,350.8613,58.8173,111.74103,-2.1293523,0.0119,80.7241,2231.9175,6.08993e-11,1.4360092e-16,1.9721208e-12,7.441049e-12,1.1096388e-11,1.13310064e-11,9.106188e-12,7.765481e-12,5.4905815e-12,1.9771602,1.8728815,7.102893,6.360743,Cas A                       ,SNR,0.5809628,0.43528488,0.5402239
4FGL J0002.7+7220 ,0.6786,72.3479,119.208755,9.829275,0.1112,5.0426154,2728.8484,3.6583774e-12,1.1186967e-14,1.3837071e-12,9.993877e-13,4.6709116e-13,3.4638405e-13,2.973359e-14,4.0944234e-14,7.571362e-17,2.4712794,2.451493,1.2504561,14.036659,SNR G119.5+10.2             ,SPP,-0.16518787,-0.056584407,-0.4772911
4FGL J0452.9+5117 ,73.2452,51.2857,155.99199,4.6304154,0.1274,6.793704,1026.0455,4.42353e-12,3.0601005e-13,1.773269e-12,1.7362619e-12,8.5848017e-13,1.310452e-13,6.529839e-14,7.2906815e-16,5.018693e-19,2.5815778,2.8304515,4.1770234,9.271096,SNR G156.2+05.7             ,SPP,-0.089900024,-0.6265982,-0.53779936
4FGL J0458.4+5140c,74.6168,51.6723,156.22299,5.539372,0.1348,5.6735616,1046.4054,2.9557314e-12,1.4909582e-13,2.7998434e-13,1.1158805e-12,6.8335203e-13,1.3729758e-13,1.5546552e-13,1.3685467e-18,1.3967352e-13,2.4862766,2.718265,3.4739876,9.514094,SNR G156.2+05.7             ,SPP,0.4445423,-0.4001444,-0.17696175
4FGL J0517.9+5030 ,79.498,50.5163,158.98521,7.3269634,0.0948,6.0696363,2639.463,1.4237597e-12,2.6048796e-14,1.8730263e-14,3.9645725e-13,2.929877e-13,3.4554973e-13,1.7537691e-13,1.383905e-13,1.8033234e-16,2.141724,1.9479353,2.0135162,10.829813,SNR G159.6+07.3             ,SPP,0.79702914,0.38467667,0.324405
4FGL J0524.7+4824 ,81.1806,48.4083,161.3627,7.0529943,0.0897,6.6257453,5298.2544,1.0618143e-12,9.835178e-13,6.5284516e-14,1.9915746e-17,2.5772188e-13,5.3184497e-13,9.371341e-14,2.9031411e-18,1.3816107e-17,2.0548477,2.0408812,3.5592613,16.265263,SNR G159.6+07.3             ,SPP,-0.99996203,0.4164456,0.86231184
4FGL J0647.7+0031 ,101.9494,0.5215,212.05276,-0.57211107,0.178,8.520608,1502.5319,7.783001e-12,4.028554e-15,1.6567146e-12,2.8975212e-12,1.2576953e-12,2.0154967e-13,3.0633685e-13,8.774037e-14,2.9245868e-22,2.4539511,2.8932269,2.4905987,18.454674,SNR G213.0-00.6             ,SPP,0.27132654,-0.35723332,-0.44125545
4FGL J0655.3-0037 ,103.8282,-0.631,213.93526,0.57434446,0.1443,5.623183,1106.0487,4.8158907e-12,2.0096305e-16,1.6155924e-12,1.9617944e-12,5.879398e-13,1.8697016e-13,3.1420285e-15,5.521459e-18,3.3706574e-17,2.5912032,2.7849536,3.312489,21.820257,SNR G213.0-00.6             ,SPP,0.096713506,-0.51130164,-0.64272165
4FGL J0830.5-4451 ,127.645,-44.8635,262.79968,-3.2796037,0.0558,14.101279,3254.2783,1.9322472e-11,7.332902e-13,2.0560097e-12,6.5508883e-12,4.4765077e-12,2.744073e-12,1.211229e-12,7.894721e-13,2.4867711e-17,2.4763367,2.3940935,2.7653549,8.789995,SNR G263.9-03.3             ,SPP,0.40273154,0.029092096,-0.010275911
4FGL J0833.8-4400 ,128.4584,-44.0113,262.4557,-2.3072524,0.1244,5.66104,3043.4087,1.5614038e-11,6.370185e-14,5.995457e-12,5.3014763e-12,1.9414318e-12,6.5718226e-13,1.8909706e-13,5.0493243e-15,4.8223842e-14,2.6773968,2.8097746,1.286884,13.546455,SNR G263.9-03.3             ,SPP,-0.06669369,-0.39033177,-0.60414886
4FGL J1000.0-5312e,150.0,-53.2,278.87827,1.4710655,,16.423178,18930.078,3.1931586e-11,2.4112036e-12,1.5401748e-16,4.137908e-15,3.6615615e-12,6.80143e-12,7.248215e-12,7.2220667e-12,7.661184e-12,1.7459298,1.8451582,4.135527,7.1504755,SNR G279.0+01.1             ,SPP,-0.99657387,0.70629114,0.9995155
4FGL J1059.5-6021 ,164.892,-60.365,289.52295,-0.43875116,0.1224,7.2409873,1963.8887,9.262602e-12,2.2169402e-12,1.3584938e-14,2.5758473e-12,2.0922777e-12,9.696191e-13,5.037235e-22,2.744361e-13,1.6423414e-16,2.5467427,2.6248248,3.2784724,7.7721596,SNR G289.7-00.3             ,SPP,0.07184674,-0.25423798,0.08360239
4FGL J1149.3-6232 ,177.3386,-62.5436,295.84448,-0.5292479,0.0729,4.4772897,8653.661,3.2827762e-12,5.602582e-12,4.0464427e-14,1.045193e-12,7.232357e-13,3.3522848e-13,3.2776153e-13,7.3087634e-14,4.278529e-13,2.136071,2.157515,0.19715431,10.395736,SNR G296.1-00.5             ,SPP,-0.6874535,0.008799984,0.12159485
4FGL J1151.4-6248 ,177.8644,-62.812,296.142,-0.73365104,0.312,5.648434,3744.7979,8.215797e-12,2.0909325e-13,1.7273712e-12,2.4741578e-12,8.869788e-13,8.26247e-13,4.3815857e-13,1.8648382e-13,2.0297593e-13,2.3649244,2.5017235,1.6730738,14.430297,SNR G296.1-00.5             ,SPP,0.12190874,0.24120718,-0.32270935
4FGL J1152.6-6207 ,178.1749,-62.1195,296.1239,-0.026665341,0.2323,4.907265,2644.4053,6.6969377e-12,1.8193708e-12,9.09124e-16,2.4922237e-12,9.983837e-13,2.6447052e-13,3.3356288e-13,1.0558222e-13,1.15708464e-17,2.4816575,2.7075307,1.9294775,10.988642,SNR G296.1-00.5             ,SPP,0.1558129,-0.1731893,-0.21927004
4FGL J1155.2-6259 ,178.8006,-62.9876,296.59695,-0.80959797,0.0669,6.1054635,5654.0156,8.930265e-12,3.007505e-14,3.9604075e-12,4.109654e-12,2.014247e-12,7.9819235e-13,2.6338282e-13,4.2113158e-13,6.852907e-13,2.3274274,2.3070977,0.15321505,7.2593904,SNR G296.7-00.9             ,SPP,0.014712277,-0.15200095,-0.44807926
4FGL J1155.6-6245c,178.9226,-62.7652,296.6034,-0.5804386,0.2257,5.9174094,1833.7922,1.0757368e-11,1.2459861e-12,8.912427e-14,1.8013822e-15,1.897404e-12,5.9504956e-13,1.5267093e-13,1.4560672e-21,1.6893427e-17,2.5075722,2.914785,4.4365563,6.3450713,SNR G296.8-00.3             ,SPP,-0.99730515,-0.43464246,0.9335351
4FGL J1158.3-6232 ,179.5769,-62.5371,296.84955,-0.29444847,0.0647,9.507942,3364.5542,1.0512435e-11,2.4757059e-14,6.3410713e-12,4.197503e-12,2.211138e-12,9.881529e-13,3.271451e-13,1.8049069e-13,1.1674774e-13,2.2770383,2.5816154,2.0704958,17.323706,SNR G296.8-00.3             ,SPP,-0.20526908,-0.19297637,-0.49855196
4FGL J1208.1-5149 ,182.0255,-51.8223,296.1465,10.477595,0.0518,5.963719,3507.9683,2.070334e-12,1.0074697e-15,1.1248635e-12,2.2394861e-13,3.2901289e-13,3.2528125e-13,9.7340274e-14,3.6682753e-13,6.441682e-16,2.0996108,2.0959706,0.9325015,16.124285,SNR G295.5+09.7             ,SPP,-0.6681799,0.41166905,-0.2843099
4FGL J1343.8-6208 ,205.9639,-62.142,309.01355,0.109214574,0.1249,6.919638,3217.4573,1.4848563e-11,3.322916e-14,1.0967748e-13,3.0506717e-12,2.593732e-12,1.4837837e-12,3.8636181e-13,1.551835e-13,1.4191228e-15,2.5152109,2.645732,2.5200448,3.9925702,SNR G308.8-00.1             ,SPP,0.91050375,-0.12305598,0.17097189
4FGL J1344.9-6228 ,206.247,-62.477,309.07404,-0.24557248,0.0806,12.061399,2147.671,2.035791e-11,9.143316e-14,6.486324e-14,5.4310475e-12,5.9938734e-12,2.1892256e-12,1.9155172e-13,1.4647154e-15,2.9820322e-13,2.5567224,2.5962217,5.7784815,13.993369,SNR G308.8-00.1             ,SPP,0.9440534,-0.43118215,0.20754313
4FGL J1345.3-6253 ,206.3306,-62.885,309.02722,-0.65269184,0.088,7.0328555,1975.6061,9.419341e-12,2.5829892e-12,2.8466617e-13,3.096496e-12,2.4716795e-12,1.3232585e-12,1.6976923e-17,6.9906103e-14,6.729543e-17,2.5949624,2.5853217,4.046844,12.329783,SNR G309.2-00.6             ,SPP,0.03836935,-0.2790522,0.057662502
4FGL J1349.5-6206c,207.3966,-62.1082,309.67526,-0.0001697841,0.0797,6.247142,2389.1406,2.3525524e-11,1.0508902e-12,9.9930515e-12,1.0809292e-11,3.0238676e-12,9.650492e-13,4.345119e-13,1.2637491e-18,1.848898e-18,2.6073177,2.969152,3.0475092,16.732744,SNR G309.8+00.0             ,SPP,-0.010737536,-0.3672049,-0.6492929
4FGL J1358.2-6210 ,209.5571,-62.1722,310.6401,-0.30418465,0.0748,12.741507,2666.2944,2.4800705e-11,7.6620015e-13,7.482068e-12,8.736425e-12,5.1060744e-12,2.6051836e-12,7.766363e-13,1.6457273e-13,1.994277e-13,2.49894,2.6066844,4.24186,8.537479,SNR G310.6-00.3             ,SPP,0.02874098,-0.18025862,-0.31289878
4FGL J1404.4-6159 ,211.1249,-61.9843,311.39774,-0.31940886,0.112,10.5274725,1944.5292,3.2588737e-11,4.4372963e-13,1.6796995e-12,1.14278986e-11,5.7517506e-12,1.291968e-12,1.5092817e-13,1.9881689e-25,1.253247e-13,2.5907316,2.9655762,4.987209,7.8047776,SNR G311.5-00.3             ,SPP,0.68660945,-0.5988973,-0.29124618
4FGL J1423.3-5655 ,215.8296,-56.9232,315.2558,3.733841,0.2061,6.7156305,648.6025,6.0092036e-12,1.469243e-12,1.0170177e-12,2.6277394e-12,5.6935966e-13,6.8685262e-15,3.5383486e-16,8.4062107e-16,3.9395238e-17,2.801829,2.8997207,4.3250413,13.564368,SNR G315.1+02.7             ,SPP,0.027664963,-0.9720725,-0.72682506
4FGL J1435.8-6018 ,218.9641,-60.3134,315.5187,-0.01864386,0.2568,8.817546,1168.2799,1.6621985e-11,5.9766242e-15,3.785409e-14,5.5089175e-12,3.8900133e-12,9.3033606e-14,4.1105318e-16,4.6260684e-23,1.0540119e-16,2.7212424,2.9464388,6.455473,9.659688,SNR G315.4-00.3             ,SPP,0.984213,-0.95308363,-0.16403736
4FGL J1441.6-5951c,220.4101,-59.8605,316.36096,0.1064657,0.0893,7.234327,2819.176,7.2250084e-12,7.205285e-16,4.991452e-15,6.7271986e-13,3.1133863e-12,1.875803e-12,4.184981e-15,5.0772574e-17,9.750353e-18,2.5530186,2.4020636,4.418115,12.598428,SNR G316.3-00.0             ,SPP,0.9831612,-0.24699433,0.76099414
4FGL J1442.2-6005 ,220.5621,-60.0905,316.33533,-0.13442212,0.0696,11.192512,2943.3892,2.1125927e-11,3.1050843e-16,8.8258306e-14,8.001256e-12,4.4998666e-12,3.3260512e-12,5.05748e-13,1.896788e-13,5.930566e-20,2.4870596,2.6023464,4.9525886,15.925408,SNR G316.3-00.0             ,SPP,0.97810364,-0.056140035,0.014746301
4FGL J1450.2-5937c,222.5618,-59.626,317.4416,-0.14370865,0.1356,5.8872905,2468.013,6.6253843e-12,7.174793e-14,4.9260604e-16,2.6134182e-18,3.4150603e-12,8.874874e-13,5.2887046e-13,1.984578e-16,6.991336e-16,2.5635347,2.7845416,3.7451167,11.624342,SNR G317.3-00.2             ,SPP,-0.99992764,-0.41363052,0.999795
