,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,remove_code,sep,name,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,significance_max,flux_aper90_ave_b,flux_aper90_ave_h,flux_aper90_ave_m,flux_aper90_ave_s,e_flux_aper90_ave_b,e_flux_aper90_ave_h,e_flux_aper90_ave_m,e_flux_aper90_ave_s,flux_flag,ks_intra_prob_b,kp_intra_prob_b,var_inter_prob_b,kp_prob_b_max,var_inter_prob,dof,chisqr,EDR3Name_gaia,Plx_gaia,e_Plx_gaia,X_PU_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,_r_gaia,X_PU_2mass,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,_r_2mass,X_PU_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,pmRA_catwise,pmDE_catwise,_r_catwise,X_PU_unwise,e_FW1_unwise,e_FW2_unwise,_r_unwise,W1mag_allwise,W2mag_allwise,W3mag_allwise,W4mag_allwise,e_W1mag_allwise,e_W2mag_allwise,e_W3mag_allwise,X_PU_allwise,e_W4mag_allwise,_r_allwise,X_PU_gaiadist,rgeo,rpgeo,_r_gaiadist,b_rgeo,B_rgeo,b_rpgeo,B_rpgeo,Flag_gaiadist,main_id,main_type,_r_simbad,W1mag_unwise,W2mag_unwise,e_W1mag_unwise,e_W2mag_unwise,pm_gaia,W1mag_comb,e_W1mag_comb,W2mag_comb,e_W2mag_comb,CSC_flags
1307,3C 432.0,320.692917,17.077222,,AGN,Q,2010A&A...518A..10V,0,0.472185,2CXO J212246.3+170437,320.6930417,17.077175,0.71,0.71,84.3,23.51,23.51,2.68e-13,1.62e-13,5.06e-14,5.5e-14,1.49e-14,1.4e-14,3.73e-15,3.79e-15,0,0.577,0.577,,0.577,,0,,Gaia EDR3 1785116883575670784,,,0.710000646771311,18.14255,0.008799,18.439028,0.040521,17.539234,0.024222,0.053,0.051,0.147,-0.013,0.101,0.109898933,0.997046066871456,16.889,15.982,15.454,0.199,0.171,0.251,0.697,0.712843474729088,14.74,0.015,13.758,0.013,0.00835,0.01347,0.208976812,0.7168694856554017,9.0107,32.366,0.233,14.73,13.696,10.398,8.101,0.031,0.035,0.072,0.7213048588938245,0.229,0.213,0.710000646771311,5241.68408,4793.48584,0.11,3678.38843,8464.66309,3894.22168,6415.33887,10033.0,3C 432.0,QSO,0.108574,14.734611521898715,13.72501910436624,-0.0076900198240953,-0.0111846137697576,,14.74,0.015,13.758,0.013,
1308,SDSS J21241+1150,321.031667,11.849167,,AGN,Q,2010A&A...518A..10V,0,0.39493,2CXO J212407.6+115056,321.03175,11.84911667,0.77,0.73,156.6,9.45,9.45,6.81e-14,4.24e-14,1.01e-14,1.56e-14,9.35e-15,8.68e-15,2.24e-15,2.69e-15,0,0.492,0.889,,0.889,,0,,Gaia EDR3 1746062982175445376,,,0.7700001164819392,18.244308,0.00346,18.448843,0.018158,17.801039,0.019746,0.119,-0.119,0.147,0.014,0.121,0.413495607,0.7700000755722041,,,,,,,,0.7700000755722041,,,,,,,,0.7763382744533468,8.8313,34.535,0.379,14.986,13.675,10.333,8.377,0.032,0.036,0.083,0.7819182287050226,0.337,0.038,0.7700001164819392,4018.36548,7988.9751,0.413,2945.6604,5446.91699,6470.78027,11397.3916,10013.0,[VV2006] J212407.6+115057,QSO,0.355139,15.0510283185205,13.643397898311658,-0.0100869596931141,-0.0110698806776458,,15.0510283185205,-0.0100869596931141,13.643397898311658,-0.0110698806776458,
1309,SDSS J21252-0713,321.302083,-7.225,,AGN,A,2010A&A...518A..10V,0,0.468585,2CXO J212512.4-071329,321.3019583,-7.224966667,0.71,0.71,75.4,14.41,14.41,3.12e-13,1.92e-13,5.52e-14,6.48e-14,2.58e-14,2.39e-14,6.81e-15,7.04e-15,0,0.762,0.763,,0.763,,0,,Gaia EDR3 6898142168038309120,,,0.7100573684859274,19.475462,0.007878,17.820028,0.016421,16.260479,0.010117,1.236,-1.094,0.841,0.574,0.777,0.128921679,0.7632689692369263,14.734,14.09,13.633,0.08,0.112,0.083,0.124,0.7115059236577022,12.437,0.013,12.208,0.009,0.00016,-0.00348,0.144395132,0.7110989870615764,17.687,48.762,0.151,12.539,12.292,9.989,7.814,0.023,0.025,0.062,0.7153660038050452,0.211,0.147,0.7100573684859274,2179.04419,2712.75439,0.129,1499.76013,3062.74048,2344.0791,3048.44482,10033.0,2MASX J21251249-0713296,Seyfert_1,0.13582,12.566419300187688,12.250499698010024,-0.0020490200868071,-0.0043331698163705,,12.437,0.013,12.208,0.009,
1310,PKS 2123-463,321.627917,-46.096667,,AGN,Q,2010A&A...518A..10V,0,0.170524,2CXO J212630.7-460547,321.628,-46.09666389,0.71,0.71,6.5,21.59,21.59,8.48e-13,5.68e-13,1.36e-13,1.45e-13,4.79e-14,4.52e-14,1.1e-14,1.13e-14,0,0.795,0.483,,0.483,,0,,Gaia EDR3 6575525901462991232,,,0.7100000832417698,18.291662,0.005599,18.413425,0.024447,17.95564,0.021175,0.092,0.052,0.116,-0.075,0.11,0.191419736,0.8459905925206024,,,,,,,0.927,0.7129147513085698,14.429,0.015,13.281,0.012,-0.00613,0.00113,0.203572694,0.7130610651503558,10.426,37.971,0.2,14.116,12.956,10.293,7.476,0.03,0.027,0.096,0.7184400619629726,0.146,0.113,0.7100000832417698,9929.79785,13590.5068,0.191,6215.39551,13957.8291,9915.95312,17634.916,10022.0,[VV96] J212630.7-460548,QSO,0.154627,14.317906613822911,13.158970927962349,-0.0060618430281719,-0.0077904891307226,,14.429,0.015,13.281,0.012,
1311,Q 2130-4307,323.315,-42.907222,,AGN,A,2010A&A...518A..10V,0,0.638826,2CXO J213315.5-425426,323.3147917,-42.90729444,0.72,0.72,71.2,7.8,7.8,2.07e-13,1.34e-13,2.63e-14,4.64e-14,3.34e-14,3.11e-14,7.64e-15,9.5e-15,0,0.18,0.28,,0.28,,0,,Gaia EDR3 6578000592899580928,,,0.7210826523775482,21.441523,0.022104,20.404387,0.119277,18.822147,0.04897,,,,,,0.161973579,0.7210178477707746,,,,,,,,0.7266628494728486,15.062,0.016,14.536,0.021,-0.01658,-0.01243,0.230132174,0.7477103294752587,8.7374,30.764,0.15,15.037,14.435,11.836,8.928,0.035,0.05,0.276,0.7406962243754183,0.464,0.22,0.7210826523775482,,,,,,,,,QSO B2130-431,AGN,0.638543,15.068100410533852,14.503153525433529,-0.0101378696398115,-0.021768501435857,,15.062,0.016,14.536,0.021,
1312,Q 2131-4243,323.61,-42.499444,,AGN,A,2010A&A...518A..10V,0,0.540258,2CXO J213426.3-422958,323.6098333,-42.49954444,0.74,0.74,158.8,3.94,3.94,4.7e-14,2.27e-14,1.12e-14,1.31e-14,1.57e-14,1.42e-14,4.64e-15,4.81e-15,0,0.726,0.978,,0.978,,0,,Gaia EDR3 6578035781568434816,,,0.7400802852898866,20.808348,0.009187,20.612064,0.076702,18.973223,0.0384,1.563,-0.877,1.587,1.294,1.048,0.215791196,0.7400775099653549,,,,,,,,0.7462009653950603,15.254,0.017,14.734,0.022,0.01602,-0.01182,0.105286221,0.775290733052137,8.3554,29.892,0.131,15.308,14.77,12.645,8.976,0.038,0.061,0.479,0.764829210187817,0.505,0.118,0.7400802852898866,2006.61157,4352.63721,0.216,1026.53247,4525.27295,3617.49048,5023.06494,20033.0,QSO B2131-427,Seyfert_2,0.53904,15.220106106817807,14.688332132988826,-0.0111515184821586,-0.0250848868701731,,15.254,0.017,14.734,0.022,
1313,SDSS J21353-0103,323.835417,-1.055,,AGN,Q,2010A&A...518A..10V,0,0.634723,2CXO J213520.5-010318,323.8355,-1.055161111,0.74,0.73,40.8,9.23,9.23,5.21e-14,3.95e-14,8.9e-15,3.75e-15,6.73e-15,6.44e-15,1.64e-15,1.04e-15,0,0.823,0.591,,0.591,,0,,Gaia EDR3 2686638073853067904,,,0.7400017491518247,18.972143,0.007936,18.999008,0.037168,18.612309,0.03748,0.19,0.124,0.425,0.144,0.281,0.253725561,0.9402139077633344,,,,,,,1.177,0.7421324897561081,14.107,0.014,13.048,0.011,-0.00081,0.01223,0.143049361,0.7424704993140131,11.306,41.628,0.164,13.965,12.88,9.864,7.244,0.027,0.029,0.061,0.747273840269817,0.112,0.111,0.7400017491518247,2800.71558,18984.9824,0.254,1712.18164,4681.00537,15369.2803,22046.3926,10022.0,[VV2006] J213520.5-010318,QSO,0.227179,14.058304838183464,12.96555468440092,-0.0051755348389389,-0.0071471309547536,,14.107,0.014,13.048,0.011,
1314,CXOMP J21400-2341,325.005833,-23.686944,,AGN,A,2010A&A...518A..10V,0,0.541224,2CXO J214001.4-234113,325.006,-23.686975,0.76,0.73,71.5,8.07,6.55,6.38e-15,3.69e-15,1.11e-15,1.59e-15,1.02e-15,9.31e-16,2.75e-16,3.14e-16,0,0.856,0.791,0.931,0.791,0.777,1,1.483844393,Gaia EDR3 6815047710640884352,,,0.763898246468075,21.415606,0.028204,19.691074,0.104405,18.119362,0.040139,,,,,,0.112369748,0.9127897735820664,16.612,16.159,15.6,0.116,0.171,0.173,0.395,0.7699535120745927,15.075,0.019,14.78,0.028,0.00232,-0.00514,0.162077037,0.8154637764830514,9.7275,34.773,0.213,15.153,14.819,12.123,8.704,0.039,0.075,0.409,0.7905469820042323,0.421,0.294,0.763898246468075,,,,,,,,,2MASS J21400145-2341128,AGN,0.432576,15.082713469193378,14.75165554061698,-0.0114396028462639,-0.030933474025444,,15.075,0.019,14.78,0.028,
1315,CXOMP J21403-2340,325.07625,-23.682222,,AGN,Q,2010A&A...518A..10V,0,0.401854,2CXO J214018.3-234056,325.076375,-23.68223889,0.71,0.71,90.9,14.23,10.32,1.62e-14,8.54e-15,3.26e-15,4.41e-15,1.59e-15,1.43e-15,4.6e-16,5.01e-16,0,0.74,0.717,0.234,0.717,0.692,1,1.041130033,Gaia EDR3 6815048290460868736,,,0.7100005730962475,19.554232,0.005861,19.712027,0.054807,19.134466,0.047879,0.285,-0.085,0.358,-0.272,0.362,0.068821421,0.7100003244529963,,,,,,,,0.7227208733137296,15.966,0.028,14.875,0.028,0.00502,-0.02685,0.268716212,0.7696164374046074,8.7104,34.349,0.496,16.161,14.986,11.703,8.777,0.067,0.078,0.299,0.785405691807336,,0.327,0.7100005730962475,3841.58887,2735.10352,0.069,1932.16064,6945.76953,1987.49573,3452.0625,10021.0,[VV2006] J214018.3-234056,QSO,0.072695,16.034154538221383,14.81248547795072,-0.0246050490111489,-0.0323171168953526,,15.966,0.028,14.875,0.028,
1316,XMM J21406-2347,325.172917,-23.788611,,AGN,Q,2010A&A...518A..10V,0,0.518775,2CXO J214041.4-234719,325.1727917,-23.78871111,0.74,0.72,4.6,56.31,41.67,4.16e-13,2.15e-13,7.86e-14,1.22e-13,9.33e-15,8.16e-15,2.49e-15,3.79e-15,0,0.741,0.314,0.09,0.314,0.895,1,2.626995058,Gaia EDR3 6814998159602107776,,,0.7400006600735164,19.121134,0.006835,19.15914,0.038446,18.818573,0.045615,0.532,-0.467,0.264,-0.254,0.231,0.147310163,0.9526808263779848,17.487,16.244,15.754,0.255,0.174,0.213,0.607,0.7429914649228752,14.485,0.016,13.592,0.014,0.00067,0.00179,0.068488311,0.747342630222738,10.819,39.346,0.192,14.423,13.342,10.898,8.164,0.03,0.032,0.153,0.7500550092814793,0.283,0.147,0.7400006600735164,2754.65747,19775.5723,0.147,1846.59668,4103.07812,3663.89087,24248.291,10122.0,[VV2006] J214041.5-234719,QSO,0.172989,14.47067207953966,13.554029728839229,-0.007240695308684,-0.0116154703117117,,14.485,0.016,13.592,0.014,extent
1317,Q 2140-4552,325.870417,-45.6475,,AGN,Q,2010A&A...518A..10V,0,0.366208,2CXO J214328.9-453850,325.8705417,-45.64749167,0.78,0.76,56.4,3.09,3.09,1.47e-14,7.78e-15,6.04e-15,9.12e-16,5.76e-15,5.11e-15,2.57e-15,6.89e-16,0,0.485,0.602,,0.602,,0,,Gaia EDR3 6565183517134762240,,,0.7800001533575747,18.234346,0.00344,18.468151,0.016686,17.806427,0.01647,0.161,0.148,0.148,0.064,0.116,0.033840102,0.7800001244929388,,,,,,,,0.783521431875989,15.2,0.02,13.868,0.014,0.00145,0.01285,0.076138619,0.78932958528678,8.8865,34.166,0.178,15.24,13.861,10.206,7.829,0.038,0.037,0.068,0.7948642614994085,0.264,0.144,0.7800001533575747,10060.6631,6795.2085,0.034,5164.57422,24772.7617,5752.88965,7978.34668,11013.0,LBQS 2140-4552,QSO,0.020121,15.170474616797264,13.852939287441274,-0.0113303913846316,-0.013282938794631,,15.2,0.02,13.868,0.014,
1318,IC 5135,327.08125,-34.951389,,AGN,A,2010A&A...518A..10V,0,0.550016,2CXO J214819.5-345704,327.0813333,-34.95124722,0.71,0.71,0.0,39.76,39.76,2.68e-13,1.35e-13,4.11e-14,9.17e-14,1.16e-14,1.09e-14,2.46e-15,3.19e-15,0,0.01,0.011,,0.011,,0,,Gaia EDR3 6588155785374009088,,,0.7102339140311451,17.256239,0.017032,15.306754,0.013041,14.231089,0.009814,,,,,,0.261006402,0.7202950845202263,12.73,12.051,11.347,0.099,0.124,0.068,0.188,0.7112988182079315,9.741,0.012,9.172,0.008,-0.00127,0.01888,0.235512742,0.7102501381795008,48.831,145.79,0.135,9.794,9.063,4.759,1.609,0.022,0.019,0.014,0.7124018309802411,0.013,0.095,0.7102339140311451,,,2.47,,,,,,[ZLX2016] 2,MolCld,0.232833,10.012398401109335,9.157705593351434,-0.000538244125588,-0.0007504716541422,,9.741,0.012,9.172,0.008,extent
1319,HS 2146+0428,327.134167,4.704444,,AGN,Q,2010A&A...518A..10V,0,0.23927,2CXO J214832.2+044215,327.1342083,4.704397222,0.71,0.71,6.9,10.78,10.78,1.34e-13,8.02e-14,1.85e-14,3.5e-14,1.67e-14,1.57e-14,3.59e-15,4.4e-15,0,0.4,0.382,,0.382,,0,,Gaia EDR3 2696865426071763968,,,0.7100000432739705,16.784157,0.005037,17.029865,0.016658,16.334284,0.01007,0.056,-0.055,0.078,0.007,0.068,0.145885079,0.7236712289888827,15.699,14.856,14.811,0.065,0.066,0.105,0.146,0.7113374780413865,13.125,0.013,11.853,0.009,-0.00597,0.00279,0.078118317,0.7105324043745507,14.136,53.005,0.182,13.199,11.863,9.014,6.795,0.025,0.022,0.032,0.7144481840317602,0.075,0.213,0.7100000432739705,8926.51367,6610.07812,0.146,6197.2959,12738.6484,4800.90723,8504.82422,10033.0,[VV2000] J214832.2+044216,QSO,0.125941,13.204635318182268,11.849232939625196,-0.0029478473044196,-0.0032548751503424,,13.125,0.013,11.853,0.009,
1320,2QZ J214851-2746,327.215833,-27.782778,,AGN,A,2010A&A...518A..10V,0,0.439689,2CXO J214851.7-274657,327.2157083,-27.78271389,0.85,0.74,162.6,10.25,10.25,5.39e-14,3.01e-14,9.53e-15,1.44e-14,6.31e-15,5.59e-15,1.66e-15,2.42e-15,0,0.944,0.828,,0.828,,0,,Gaia EDR3 6810108390874921856,,,0.8500038115535482,20.051126,0.010278,19.99155,0.069475,19.340141,0.062762,0.977,0.571,0.659,-0.793,0.536,0.440801756,0.8688530787958341,,,,,,,7.751,0.86025312119922,15.723,0.024,14.894,0.031,0.00149,0.01131,0.545163203,0.9059734667930402,8.8076,33.538,0.408,,,,,,,,0.8730784801683065,,7.498,0.8500038115535482,4235.26074,12153.7139,0.441,2348.65698,7581.97021,10275.3037,15272.5049,10033.0,2QZ J214851.8-274658,Seyfert_1,0.3946,15.728928279550669,14.88022649263856,-0.018782492088519,-0.0335855200472035,,15.723,0.024,14.894,0.031,
1321,"HE 2149-2745A,B",328.030833,-27.530556,,AGN,Q,2010A&A...518A..10V,0,0.757106,2CXO J215207.4-273150,328.0310417,-27.53066389,0.79,0.76,131.6,3.77,,4.68e-15,7.98e-18,1.38e-15,3.29e-15,1.43e-15,6.03e-18,8.57e-16,1.15e-15,4,0.577,0.527,,,,-1,,Gaia EDR3 6810217556059370240,,,0.7900000252980756,16.96127,0.004241,17.082308,0.016776,16.470201,0.017246,0.102,-0.023,0.082,-0.099,0.069,0.334802751,0.8102468906081652,15.697,15.165,14.896,0.072,0.092,0.126,0.743,0.7917095576915818,13.86,0.015,12.719,0.011,0.00214,0.00383,0.768177745,0.7915492869936781,12.058,44.207,0.805,13.884,12.708,9.47,7.164,0.026,0.027,0.038,0.7955020953713448,0.105,0.768,0.7900000252980756,9139.06055,6242.25244,0.335,6538.84814,14021.1348,5178.97656,7687.94727,10013.0,QSO B2149-2745,QSO,0.672214,,,,,,13.86,0.015,12.719,0.011,conf
1322,A2390-19,328.395,17.608611,,AGN,Q,2010A&A...518A..10V,0,0.607753,2CXO J215334.8+173631,328.3951667,17.60866944,0.73,0.71,76.4,30.32,28.91,1.15e-13,7.3e-14,1.99e-14,2.19e-14,4.68e-15,4.32e-15,1.15e-15,1.39e-15,0,0.857,0.852,0.241,0.852,0.68,1,0.989855833,Gaia EDR3 1779015796632242944,,,0.730006383564911,20.065603,0.010735,20.610798,0.101665,19.471066,0.063759,1.351,0.836,0.541,1.061,0.516,0.209769546,0.7300058478410704,,,,,,,,0.7437266822443308,16.185,0.029,15.059,0.03,-0.02094,0.03776,0.412038722,0.7901992077205341,7.6541,29.447,0.245,16.05,15.01,11.639,8.971,0.054,0.07,0.212,0.782436641449108,0.44,0.108,0.730006383564911,3482.07202,6412.99365,0.21,2387.28467,5572.71533,5292.59082,7665.77979,10033.0,[VV2006] J215334.8+173631,QSO,0.107517,16.138563177729377,14.98875001078266,-0.0238036591568492,-0.0325885757606619,,16.185,0.029,15.059,0.03,
1323,A2390-20,328.42,17.7375,,AGN,A,2010A&A...518A..10V,0,0.680065,2CXO J215340.8+174415,328.4200417,17.73768056,0.71,0.71,167.6,45.74,43.44,3.04e-13,2.56e-13,3.95e-14,8.18e-15,7.98e-15,7.81e-15,1.5e-15,5.86e-16,0,0.858,0.668,1.0,0.668,1.0,1,41.93326937,Gaia EDR3 1779206836777783424,7.419,2.1005,0.7102438984597051,20.690054,0.012076,20.54679,0.097979,19.347956,0.057415,2.322,-1.143,1.333,-2.021,1.286,0.145746155,0.7102377170673211,,,,,,,,0.7123027830529655,14.15,0.015,12.987,0.01,0.00328,-0.00358,0.140497158,0.7123641026504635,10.501,38.746,0.175,13.86,12.72,9.867,7.07,0.026,0.026,0.051,0.7165101358285171,0.108,0.155,0.7102438984597051,526.860718,133.891953,0.146,221.287674,744.326965,129.26622,394.842468,21133.0,[WOW2012] A2390 287,Radio,0.117405,14.189056713241984,12.963462078546408,-0.0054222266068222,-0.0066395099415338,,14.15,0.015,12.987,0.01,
1324,A2390-24,328.44,17.696667,,AGN,A,2010A&A...518A..10V,0,0.602024,2CXO J215345.5+174147,328.4398333,17.69663611,0.75,0.72,6.4,9.85,8.62,2.26e-14,2.06e-14,1.47e-15,5.18e-16,2.44e-15,2.41e-15,3.18e-16,1.76e-16,0,0.662,0.71,0.997,0.71,0.97,1,4.692603094,Gaia EDR3 1779205840345366656,,,0.7500791494497364,20.47185,0.020909,19.862663,0.061112,18.356075,0.058911,0.309,0.285,1.337,0.12,1.066,0.086819589,0.9481636720276728,16.829,16.173,15.433,0.171,0.196,0.208,0.158,0.7526507748969637,14.377,0.014,13.627,0.012,0.01361,0.01562,0.082461029,0.7552207286303786,10.182,34.561,0.024,14.381,13.605,10.516,7.572,0.029,0.034,0.08,0.7597413961033057,0.172,0.146,0.7500791494497364,1977.47522,4407.74756,0.087,1115.21106,4214.91211,3835.63672,5193.2749,21033.0,[WOW2012] A2390 309,Radio,0.073897,14.328129369022198,13.546088080035409,-0.0059759803431792,-0.0101285167816469,,14.377,0.014,13.627,0.012,
1325,SDSS J21586-0115,329.674583,-1.25,,AGN,A,2010A&A...518A..10V,0,0.623287,2CXO J215841.9-011500,329.67475,-1.250075,0.72,0.72,6.2,7.48,7.48,1.23e-13,6.33e-14,2.88e-14,3.1e-14,1.97e-14,1.74e-14,6.48e-15,6.73e-15,0,0.037,0.164,,0.164,,0,,Gaia EDR3 2679863948354231552,,,0.7200011983300583,19.363403,0.017047,19.363403,0.064348,18.524708,0.065147,0.356,-0.278,0.446,-0.223,0.542,0.275738913,0.7200006514705108,,,,,,,,0.7234342389726657,14.337,0.017,13.289,0.012,0.00478,0.00451,0.324283001,0.7241063030508436,10.876,39.817,0.358,14.158,13.15,9.634,6.977,0.027,0.028,0.049,0.7274159044989049,0.12,0.427,0.7200011983300583,2783.20581,8089.65186,0.276,1587.45984,4211.27539,6750.63037,9700.19824,10033.0,2SLAQ J215841.92-011500.3,QSO,0.236964,14.32531582008346,13.233594717387222,-0.0063667800522722,-0.0087504571421047,,14.337,0.017,13.289,0.012,
1326,Q 2203+29,331.51125,29.500556,,AGN,Q,2010A&A...518A..10V,0,0.881532,2CXO J220602.6+293002,331.511,29.50065,0.93,0.89,126.8,3.19,3.03,1.18e-14,6.69e-15,1.97e-15,3.1e-15,4.56e-15,4.05e-15,1.17e-15,1.73e-15,0,0.013,0.043,0.746,0.043,,0,,Gaia EDR3 1893726328635082880,,,0.930002912742901,20.502298,0.009167,21.1468,0.177482,19.618902,0.100422,1.169,0.518,1.106,1.048,1.137,0.448658062,1.0558894723460597,,,,,,,6.607,1.3407729926468686,18.207,0.147,17.924,0.371,0.01329,0.01005,0.792936459,1.1435877000961667,0.0,26.802,1.092,,,,,,,,0.9416412999710878,,7.405,0.930002912742901,1877.39844,4476.94385,0.449,1088.39783,2834.93896,3908.16309,5140.99219,20033.0,QSO B2203+2915,QSO,0.475305,,15.919249272573351,,-0.0698861686398025,,18.207,0.147,17.924,0.371,
1327,IC 5169,332.541667,-36.088611,,AGN,A,2010A&A...518A..10V,0,0.429547,2CXO J221009.9-360519,332.5415,-36.08862222,0.78,0.75,101.2,3.47,3.47,4.82e-14,3.66e-14,3.52e-15,8.16e-15,1.95e-14,1.86e-14,2.35e-15,5.25e-15,0,0.725,0.292,,0.292,,0,,Gaia EDR3 6599201174242841984,,,0.7817016855885882,19.17151,0.028468,16.463654,0.013194,14.799133,0.009513,,,,,,0.070855458,0.7941096826635474,12.973,12.134,11.482,0.086,0.109,0.066,0.315,0.7826637516200684,10.197,0.012,9.741,0.008,-0.00311,-0.00118,0.400696573,0.7816907560538247,43.482,116.59,0.18,10.182,9.628,5.843,3.359,0.021,0.02,0.014,0.783761461224013,0.018,0.235,0.7817016855885882,,,8.801,,,,,,IC 5169,Seyfert_2,0.528273,10.297586407369296,9.711229863250312,-0.0006232587647734,-0.0009992578474325,,10.197,0.012,9.741,0.008,
1328,NGC 7237,333.695417,13.840833,,AGN,A,2010A&A...518A..10V,0,0.120438,2CXO J221446.8+135027,333.695375,13.84084167,0.72,0.72,17.8,11.96,11.96,2.68e-14,1.7e-14,7.41e-15,2.37e-15,2.41e-15,2.23e-15,7.75e-16,5.23e-16,0,0.913,0.964,1.0,0.964,1.0,3,86.40493535,,,,0.72,,,,,,,,,,,,,0.7299315036357863,13.499,12.977,12.61,0.069,0.094,0.078,0.277,0.7212473639466559,11.137,0.012,11.352,0.008,0.00127,0.00909,0.208064255,0.7203360326958523,26.621,59.523,0.215,11.323,11.407,10.554,8.347,0.023,0.021,0.087,0.7244308110509933,,0.054,0.72,,,,,,,,,NGC  7237,BClG,0.143644,11.477437753013982,11.455061134455024,-0.0011311593420032,-0.0025423397370502,,11.137,0.012,11.352,0.008,conf
1329,SDSS J22148+1400,333.724583,14.006111,,AGN,Q,2010A&A...518A..10V,0,0.790373,2CXO J221453.8+140022,333.7244167,14.00624167,0.82,0.79,151.9,10.12,10.12,4.15e-14,1.87e-14,9.24e-15,1.35e-14,3.98e-15,3.32e-15,1.25e-15,1.8e-15,0,0.571,0.74,0.272,0.74,0.284,1,0.132362718,Gaia EDR3 2734875160791964544,,,0.820000404762583,18.656301,0.006114,18.861115,0.040413,18.178814,0.030177,0.32,0.245,0.237,-0.206,0.206,0.24147828,0.8200003305788113,,,,,,,,0.8278592767791878,14.927,0.035,13.738,0.026,-0.00345,-0.00015,0.256651975,0.8253137537623858,9.3815,35.258,0.288,14.771,13.574,10.784,8.367,0.031,0.034,0.106,0.8299304441634612,0.294,0.682,0.820000404762583,5776.65576,7275.19043,0.241,4159.65674,8274.53906,6107.68164,8958.91895,10033.0,[VV2006] J221453.9+140022,QSO,0.197379,15.007120407119189,13.583322761640844,-0.0102906964012673,-0.0106932839206017,,14.927,0.035,13.738,0.026,
1330,BR 2212-1626,333.86375,-16.1925,,AGN,Q,2010A&A...518A..10V,0,0.178209,2CXO J221527.2-161133,333.8637083,-16.192525,0.75,0.74,104.5,3.65,3.65,5.38e-14,4.03e-14,4.65e-15,8.87e-15,2.11e-14,2.06e-14,3e-15,3.33e-15,0,0.103,0.388,,0.388,,0,,Gaia EDR3 2598863991887786368,,,0.7500003741299067,18.407091,0.003559,19.10402,0.04431,17.666046,0.020509,0.131,-0.12,0.188,0.053,0.137,0.043162634,0.8798297943045575,16.918,16.417,15.426,0.139,0.205,0.166,0.3,0.7528463501578526,14.057,0.016,13.766,0.015,0.00351,0.00311,0.033973852,0.7588416942590859,11.486,36.75,0.027,14.124,13.759,11.15,8.509,0.029,0.039,0.14,0.7603127691588508,0.359,0.044,0.7500003741299067,6191.87549,2174.76709,0.043,3383.65552,11082.8574,1909.61169,2397.82227,10033.0,QSO J2215-1611,QSO,0.047579,14.056840965097786,13.751746698841869,-0.0052508488622534,-0.0130160840074575,,14.057,0.016,13.766,0.015,
1331,XMS J22158-1729,333.960417,-17.496111,,AGN,A,2010A&A...518A..10V,0,0.800698,2CXO J221550.4-172946,333.960375,-17.49632778,0.97,0.87,38.8,15.56,11.01,3.65e-14,2.17e-14,6.29e-15,8.56e-15,3.05e-15,2.81e-15,7.13e-16,9.59e-16,0,0.907,0.807,0.568,0.807,0.241,1,0.094494035,,,,0.97,,,,,,,,,,,,,0.97,,,,,,,,0.9916329966272804,16.374,0.037,15.852,0.062,-0.03346,-0.0261,0.55073295,1.238466794064338,8.47,32.674,0.361,16.288,15.98,12.439,8.602,0.071,0.19,,1.0628280011365905,,0.545,0.97,,,,,,,,,XMS J221550.4-172947,AGN,0.800099,16.584059856806437,15.870828812428494,-0.0397037632946263,-0.0814813375769836,,16.374,0.037,15.852,0.062,
1332,XMS J22160-1743,334.012917,-17.721389,,AGN,Q,2010A&A...518A..10V,0,0.382023,2CXO J221603.1-174316,334.0130417,-17.72136667,0.89,0.81,110.5,17.2,12.15,4.31e-14,2.91e-14,4.9e-15,9.06e-15,3.71e-15,3.58e-15,5.79e-16,7.43e-16,0,0.789,0.861,0.773,0.861,0.323,1,0.173343941,Gaia EDR3 6822807681458844288,,,0.8900051088861007,20.895208,0.020387,21.165724,0.238635,20.136179,0.301267,,,,,,0.127876122,0.89,,,,,,,,1.033918004485849,17.543,0.09,16.743,0.132,-0.02457,-0.08738,0.533938656,1.9038353395186256,8.1784,32.619,1.049,,,,,,,,0.89,,,0.8900051088861007,,,,,,,,,2XMM J221603.1-174316,QSO,0.13035,17.82665382735888,16.709415834984487,-0.1204076828166122,-0.1761007869474686,,17.543,0.09,16.743,0.132,
